l.nm,25-espolon,27-espolon,5-sm,22-arette,2-pueblo-viejo,3-san-matias,9-tres alegres,26-espolon,15-don-eduardo,24-espolon,7-sm,17-herradura1,11-quiote,10-centenario-plata,b37,26,28,16,17,mh1,mh2,mh3,blanco55,blanco54,28a,b38,n4,n5,n5a,n9,p6a,n7,n12,n8,n11a,n13,n10,n6,p13,p12,p5,p7,p8a,p9,p6,p8,p4
353,0.025,0.0286,0.043,0.0051,0.0324,0.0786,0.0709,0.4854,0.0359,0.0203,0.0211,0.0126,0.0324,0.0125,0.0045,0.0406,0.011,0.0054,0.0062,0.1535,0.1442,0.0011,0.1791,-0.006,-0.004,0.0025,-0.003,0.009,0.0027,0.0024,0.004,0.0158,0.0371,0.0206,0.0202,0.0125,0,0.0109,-0.003,0.0055,0.0209,0.007,0.002,-1.00E-03,0.0031,0.0023,0.0158
353.5,0.0249,0.0284,0.0426,0.0052,0.0317,0.078,0.0703,0.4818,0.0352,0.0198,0.0207,0.0121,0.0317,0.0121,0.0044,0.0401,0.0108,0.0054,0.0062,0.1522,0.1433,8.00E-04,0.1771,-0.006,-0.004,0.0021,-0.004,0.0087,0.0026,0.0024,0.0038,0.0154,0.0368,0.0202,0.0199,0.0124,0,0.0104,-0.003,0.0052,0.0207,0.0069,0.0016,-1.00E-03,0.0031,0.0023,0.0156
354,0.0244,0.0277,0.0417,0.0051,0.0314,0.0776,0.0698,0.4781,0.0347,0.0196,0.0207,0.0119,0.0314,0.0121,0.0044,0.0397,0.0107,0.0054,0.0062,0.1508,0.1421,7.00E-04,0.1752,-0.006,-0.004,0.0021,-0.003,0.0088,0.0026,0.0022,0.0038,0.0152,0.0365,0.0198,0.0195,0.012,0,0.01,-0.003,0.005,0.0203,0.0068,0.0016,-1.00E-03,0.0031,0.0025,0.0153
354.5,0.0239,0.0275,0.0411,0.0051,0.0314,0.0771,0.0696,0.4751,0.0341,0.019,0.0204,0.0118,0.0314,0.0119,0.0042,0.0392,0.0105,0.0053,0.006,0.1496,0.1408,5.00E-04,0.1735,-0.006,-0.004,0.002,-0.003,0.0088,0.0023,0.0023,0.0038,0.0152,0.0357,0.0197,0.0193,0.0118,0,0.0101,-0.003,0.0049,0.02,0.0067,0.0019,-1.00E-03,0.0029,0.0022,0.0151
355,0.0236,0.0272,0.0407,0.0048,0.0312,0.0765,0.0689,0.4713,0.0337,0.0191,0.0203,0.0117,0.0312,0.0119,0.0042,0.0388,0.0102,0.0055,0.0059,0.1484,0.1402,5.00E-04,0.1716,-0.006,-0.004,0.0023,-0.004,0.0085,0.0025,0.0021,0.0037,0.0149,0.0355,0.0193,0.019,0.0118,0,0.0099,-0.003,0.0048,0.0198,0.0069,0.0021,-1.00E-03,0.0028,0.0022,0.0147
355.5,0.0234,0.0271,0.0399,0.0045,0.031,0.0759,0.0682,0.4679,0.0329,0.0187,0.02,0.0114,0.031,0.0115,0.0038,0.0383,0.01,0.0052,0.0055,0.1472,0.1389,5.00E-04,0.1699,-0.006,-0.004,0.002,-0.004,0.0082,0.002,0.002,0.0038,0.0144,0.0349,0.0188,0.0188,0.0116,0,0.0095,-0.003,0.0045,0.0192,0.0064,0.0017,-1.00E-03,0.0026,0.0022,0.0146
356,0.0231,0.0264,0.0393,0.0044,0.0306,0.0753,0.0674,0.4642,0.0327,0.0187,0.0198,0.0116,0.0306,0.0115,0.0039,0.0378,0.0095,0.0052,0.0056,0.1455,0.1375,3.00E-04,0.1679,-0.006,-0.004,0.0021,-0.003,0.0082,0.0026,0.002,0.0034,0.0141,0.0343,0.0188,0.0181,0.011,0,0.0093,-0.003,0.0045,0.019,0.0068,0.0017,-1.00E-03,0.0025,0.002,0.0146
356.5,0.0227,0.0266,0.0388,0.0043,0.0303,0.0751,0.0674,0.4612,0.0317,0.0182,0.0196,0.0113,0.0303,0.0114,0.0039,0.0376,0.0096,0.0052,0.0054,0.1447,0.1364,0,0.1662,-0.006,-0.005,0.0018,-0.004,0.0083,0.0022,0.0017,0.0034,0.0139,0.0341,0.0186,0.0182,0.0108,0,0.0088,-0.003,0.0044,0.0186,0.0066,0.0015,-1.00E-03,0.0025,0.0021,0.0141
357,0.0225,0.0262,0.0382,0.0043,0.0301,0.0746,0.0668,0.4582,0.0314,0.018,0.0197,0.0111,0.0301,0.0113,0.004,0.0372,0.0096,0.0054,0.0055,0.1434,0.1358,0,0.1646,-0.006,-0.004,0.0019,-0.004,0.0081,0.0023,0.0021,0.0038,0.0136,0.0339,0.0183,0.0179,0.0108,0,0.0086,-0.003,0.0039,0.0188,0.0064,0.0017,-1.00E-03,0.0026,0.0021,0.014
357.5,0.0222,0.0258,0.038,0.0041,0.0299,0.074,0.0662,0.455,0.031,0.0177,0.0194,0.0113,0.0299,0.0111,0.0038,0.0367,0.0092,0.0053,0.0055,0.1422,0.1346,0,0.1629,-0.006,-0.005,0.0019,-0.004,0.0082,0.0025,0.0019,0.0036,0.0134,0.0335,0.0182,0.0176,0.0106,0,0.0082,-0.003,0.004,0.0184,0.0066,0.0016,-1.00E-03,0.0023,0.0018,0.0136
358,0.0219,0.0254,0.0369,0.004,0.0299,0.0734,0.0657,0.4507,0.0301,0.0175,0.0192,0.0108,0.0299,0.0111,0.0036,0.0364,0.0088,0.0048,0.0052,0.1407,0.1335,0,0.161,-0.006,-0.004,0.0017,-0.004,0.008,0.0023,0.0018,0.0036,0.0133,0.0329,0.0174,0.0173,0.0106,0,0.0081,-0.003,0.0039,0.0181,0.0062,0.0014,-0.002,0.0022,0.0016,0.0135
358.5,0.0214,0.0252,0.0366,0.0037,0.0296,0.0728,0.0651,0.4482,0.0298,0.0174,0.019,0.0104,0.0296,0.0112,0.0035,0.0359,0.0088,0.0047,0.0048,0.1396,0.1324,0,0.1596,-0.006,-0.005,0.0018,-0.004,0.008,0.0023,0.002,0.0034,0.0131,0.0325,0.0175,0.0172,0.01,0,0.008,-0.003,0.0035,0.0181,0.0062,0.0016,-1.00E-03,0.0025,0.0017,0.0132
359,0.0214,0.0248,0.0361,0.0038,0.029,0.0728,0.0643,0.4446,0.0293,0.0171,0.0189,0.0103,0.029,0.0108,0.0037,0.0355,0.0085,0.0048,0.0048,0.1385,0.1314,0,0.1575,-0.006,-0.005,0.0017,-0.004,0.0083,0.002,0.0016,0.0034,0.0129,0.0321,0.0173,0.0169,0.01,0,0.0074,-0.003,0.0035,0.0178,0.0062,0.0014,-1.00E-03,0.0022,0.0017,0.013
359.5,0.0209,0.0246,0.0357,0.0037,0.0288,0.0722,0.0641,0.4413,0.0286,0.017,0.0188,0.0104,0.0288,0.0107,0.0037,0.0352,0.0084,0.005,0.0046,0.1374,0.1305,0,0.1561,-0.006,-0.005,0.0018,-0.004,0.0079,0.002,0.0018,0.0032,0.0127,0.0317,0.0168,0.0167,0.0098,0,0.0075,-0.003,0.0035,0.0176,0.0061,0.0015,-1.00E-03,0.0022,0.0017,0.0128
360,0.0207,0.0246,0.0351,0.0035,0.0286,0.0718,0.0636,0.438,0.0285,0.0166,0.0183,0.01,0.0286,0.0106,0.0034,0.035,0.0081,0.0046,0.0045,0.136,0.1296,-1.00E-03,0.1542,-0.006,-0.005,0.0018,-0.003,0.008,0.0019,0.0018,0.0031,0.0123,0.0314,0.0167,0.0164,0.0098,0,0.0072,-0.003,0.0034,0.0171,0.0063,0.0014,-0.002,0.0023,0.0016,0.0128
360.5,0.0204,0.0241,0.0345,0.0034,0.0286,0.071,0.0632,0.4353,0.0278,0.0166,0.0182,0.0102,0.0286,0.0104,0.0033,0.0345,0.0081,0.0047,0.0044,0.1351,0.1285,-1.00E-03,0.1525,-0.006,-0.005,0.0018,-0.004,0.0076,0.0017,0.0014,0.003,0.0121,0.0309,0.0162,0.0161,0.0096,-1.00E-03,0.007,-0.003,0.0031,0.0168,0.006,0.0016,-1.00E-03,0.0021,0.0014,0.0125
361,0.02,0.0239,0.034,0.0034,0.0282,0.0706,0.0627,0.4321,0.0275,0.0162,0.018,0.01,0.0282,0.0102,0.003,0.0341,0.0078,0.0046,0.0044,0.134,0.1272,-1.00E-03,0.1508,-0.006,-0.005,0.0015,-0.004,0.0076,0.0018,0.0015,0.0031,0.0118,0.0306,0.0161,0.0158,0.0095,0,0.0066,-0.003,0.0031,0.0167,0.0058,0.0012,-0.002,0.0022,0.0014,0.012
361.5,0.02,0.0236,0.0337,0.0033,0.028,0.0704,0.0622,0.4292,0.0271,0.0158,0.018,0.0098,0.028,0.0102,0.0031,0.0341,0.0078,0.0048,0.0044,0.1329,0.1266,-1.00E-03,0.1491,-0.006,-0.005,0.0014,-0.004,0.0077,0.0019,0.0017,0.0032,0.0118,0.0307,0.016,0.0155,0.0094,-1.00E-03,0.0066,-0.003,0.0031,0.0166,0.0057,0.0012,-1.00E-03,0.0019,0.0016,0.012
362,0.0196,0.0233,0.0332,0.0032,0.0279,0.0697,0.0618,0.4255,0.0265,0.0158,0.0178,0.0097,0.0279,0.0102,0.0028,0.0336,0.0075,0.0047,0.0041,0.1317,0.1256,-1.00E-03,0.1476,-0.006,-0.005,0.0014,-0.004,0.0076,0.0017,0.0016,0.003,0.0117,0.03,0.0157,0.0151,0.0091,-1.00E-03,0.0064,-0.003,0.0029,0.0162,0.0058,0.0012,-0.002,0.002,0.0015,0.0118
362.5,0.0192,0.0232,0.0327,0.003,0.0276,0.0694,0.0612,0.4228,0.026,0.0156,0.0177,0.0094,0.0276,0.01,0.0031,0.0332,0.0074,0.0045,0.0041,0.1307,0.1247,-1.00E-03,0.1462,-0.006,-0.005,0.0016,-0.004,0.0075,0.0016,0.0017,0.0028,0.0114,0.0298,0.0153,0.0151,0.0091,0,0.0063,-0.003,0.0026,0.0161,0.0057,0.0013,-0.002,0.0017,0.0014,0.0115
363,0.0192,0.0229,0.0321,0.0029,0.0273,0.0688,0.0607,0.4197,0.0257,0.0154,0.0175,0.0093,0.0273,0.0098,0.0031,0.0332,0.0073,0.0046,0.004,0.1296,0.1239,-1.00E-03,0.1447,-0.006,-0.005,0.0015,-0.004,0.0076,0.0016,0.0015,0.0031,0.0112,0.0294,0.0152,0.0149,0.0088,0,0.0059,-0.003,0.0026,0.0158,0.0054,0.0011,-0.002,0.0018,0.0014,0.0112
363.5,0.019,0.0228,0.0318,0.0029,0.0272,0.0684,0.0603,0.4167,0.0253,0.0151,0.0174,0.0092,0.0272,0.0099,0.0031,0.0326,0.0071,0.0046,0.0039,0.1287,0.1228,-1.00E-03,0.143,-0.006,-0.005,0.0016,-0.004,0.0075,0.0018,0.0016,0.0029,0.0112,0.0293,0.0151,0.0147,0.0088,0,0.0058,-0.003,0.0024,0.0158,0.0055,1.00E-03,-0.002,0.002,0.0013,0.0111
364,0.0187,0.0224,0.0312,0.0028,0.0267,0.068,0.0599,0.4137,0.0249,0.0151,0.0172,0.0092,0.0267,0.0096,0.0028,0.0325,0.007,0.0044,0.0041,0.1274,0.1221,-0.002,0.1413,-0.006,-0.005,0.0013,-0.004,0.0076,0.0018,0.0014,0.0028,0.0107,0.0284,0.0149,0.0145,0.0085,-1.00E-03,0.0055,-0.003,0.0024,0.0154,0.0055,0.0012,-0.002,0.0017,0.0014,0.0111
364.5,0.0186,0.0222,0.0308,0.0029,0.0269,0.0675,0.0595,0.4107,0.0244,0.0149,0.0168,0.0087,0.0269,0.0096,0.0028,0.032,0.0068,0.0045,0.0036,0.1265,0.1212,-0.002,0.1396,-0.006,-0.006,0.0012,-0.004,0.0073,0.0015,0.0012,0.0025,0.0106,0.0284,0.0146,0.0143,0.0085,0,0.0054,-0.003,0.0025,0.0153,0.0055,1.00E-03,-0.002,0.0019,0.0013,0.0108
365,0.0184,0.0221,0.0304,0.0027,0.0265,0.0674,0.0592,0.4078,0.0241,0.0148,0.0171,0.0088,0.0265,0.0096,0.0028,0.0318,0.0065,0.0042,0.0036,0.1255,0.1203,-0.002,0.1382,-0.006,-0.005,0.0013,-0.004,0.0072,0.0016,0.0012,0.0029,0.0102,0.028,0.0145,0.014,0.0086,-1.00E-03,0.0053,-0.003,0.0025,0.015,0.0052,0.0011,-0.002,0.0017,0.0012,0.0108
365.5,0.0179,0.0218,0.03,0.0027,0.0265,0.0667,0.0585,0.4044,0.0236,0.0144,0.0169,0.0086,0.0265,0.0095,0.0026,0.0315,0.0062,0.0042,0.0035,0.1244,0.1196,-0.002,0.1364,-0.006,-0.006,0.0011,-0.004,0.0073,0.0015,0.0012,0.0026,0.0102,0.0276,0.0142,0.014,0.0082,-1.00E-03,0.0051,-0.003,0.002,0.0149,0.0052,9.00E-04,-0.002,0.0015,9.00E-04,0.0104
366,0.0179,0.0216,0.0298,0.0023,0.026,0.0664,0.058,0.4016,0.0234,0.0142,0.0168,0.0085,0.026,0.0093,0.0026,0.0312,0.0063,0.0043,0.0033,0.1234,0.1186,-0.002,0.1351,-0.006,-0.006,9.00E-04,-0.004,0.0072,0.0012,1.00E-03,0.0026,0.0098,0.0275,0.014,0.0137,0.008,-1.00E-03,0.0048,-0.003,0.0018,0.0145,0.0054,9.00E-04,-0.002,0.0015,9.00E-04,0.0103
366.5,0.0175,0.021,0.0291,0.0025,0.0258,0.0659,0.0577,0.3988,0.0231,0.0141,0.0164,0.0082,0.0258,0.0091,0.0024,0.0311,0.0062,0.0042,0.0034,0.1226,0.1175,-0.002,0.1335,-0.006,-0.006,0.0012,-0.004,0.0071,0.0014,9.00E-04,0.0024,0.0097,0.0269,0.0137,0.0134,0.0078,-1.00E-03,0.0047,-0.003,0.0019,0.0144,0.0051,1.00E-03,-0.002,0.0014,1.00E-03,0.0101
367,0.0175,0.0211,0.029,0.0024,0.0258,0.0655,0.0575,0.396,0.0225,0.0139,0.0162,0.0084,0.0258,0.0091,0.0026,0.0308,0.0062,0.0045,0.0033,0.1218,0.1168,-0.002,0.1319,-0.006,-0.006,0.0011,-0.004,0.0071,0.0012,0.0013,0.0026,0.0098,0.0274,0.0137,0.0133,0.008,-1.00E-03,0.0044,-0.003,0.0021,0.0146,0.005,9.00E-04,-0.002,0.0017,1.00E-03,0.0102
367.5,0.0175,0.021,0.0287,0.0021,0.0254,0.0652,0.0568,0.3928,0.0224,0.0137,0.0162,0.0081,0.0254,0.009,0.0024,0.0303,0.006,0.0042,0.0031,0.1205,0.1161,-0.003,0.1303,-0.006,-0.006,0.0012,-0.004,0.007,0.0014,0.0011,0.0025,0.0095,0.0264,0.0135,0.0133,0.0074,-1.00E-03,0.0044,-0.003,0.0017,0.0143,0.0051,8.00E-04,-0.002,0.0015,8.00E-04,0.0099
368,0.017,0.0207,0.028,0.0023,0.0255,0.0646,0.0565,0.3901,0.022,0.0135,0.0162,0.0082,0.0255,0.0089,0.0026,0.0302,0.0061,0.0042,0.0031,0.1194,0.1151,-0.002,0.129,-0.006,-0.006,0.0014,-0.004,0.0071,0.0013,8.00E-04,0.0026,0.0091,0.0266,0.0131,0.013,0.0075,-1.00E-03,0.0042,-0.003,0.0018,0.0143,0.0049,7.00E-04,-0.002,0.0012,8.00E-04,0.0097
368.5,0.0168,0.0205,0.0278,0.002,0.0253,0.0644,0.056,0.3873,0.0213,0.0134,0.0156,0.0081,0.0253,0.0087,0.0024,0.0299,0.0056,0.0039,0.0031,0.1182,0.1144,-0.002,0.1274,-0.006,-0.006,0.0011,-0.004,0.0068,0.0014,0.0014,0.0023,0.0095,0.0262,0.0133,0.013,0.0073,-1.00E-03,0.004,-0.003,0.0012,0.014,0.0051,8.00E-04,-0.002,0.0012,9.00E-04,0.0093
369,0.0166,0.0205,0.0275,0.0022,0.0253,0.064,0.0557,0.3848,0.0213,0.0135,0.016,0.0078,0.0253,0.0088,0.0024,0.0302,0.0056,0.004,0.0032,0.1176,0.1133,-0.002,0.1263,-0.006,-0.006,0.0012,-0.004,0.0071,0.0015,0.0011,0.0024,0.0095,0.0258,0.013,0.0127,0.0074,-1.00E-03,0.004,-0.003,0.0016,0.0141,0.005,8.00E-04,-0.002,0.0013,1.00E-03,0.0095
369.5,0.0161,0.0198,0.0268,0.0018,0.0247,0.0633,0.0551,0.3815,0.021,0.013,0.016,0.0077,0.0247,0.0085,0.0021,0.0294,0.0054,0.0037,0.0027,0.1162,0.1121,-0.003,0.1246,-0.006,-0.006,9.00E-04,-0.004,0.007,0.0011,9.00E-04,0.0022,0.009,0.0252,0.0128,0.0123,0.0071,-1.00E-03,0.0038,-0.003,0.0015,0.0135,0.005,8.00E-04,-0.002,0.0014,8.00E-04,0.009
370,0.0163,0.0201,0.0266,0.0022,0.0247,0.0629,0.0551,0.3787,0.0205,0.0133,0.0156,0.0078,0.0247,0.0086,0.0023,0.0293,0.0056,0.0042,0.0027,0.1155,0.1112,-0.003,0.1231,-0.006,-0.006,8.00E-04,-0.004,0.0067,8.00E-04,0.0011,0.0024,0.0088,0.0253,0.0124,0.0126,0.0072,-1.00E-03,0.0035,-0.004,0.0014,0.0135,0.0049,6.00E-04,-0.002,0.0011,9.00E-04,0.009
370.5,0.0157,0.0195,0.026,0.0018,0.0241,0.0624,0.0545,0.3757,0.0202,0.0126,0.0151,0.0073,0.0241,0.0083,0.0016,0.029,0.0053,0.0039,0.0026,0.114,0.1102,-0.003,0.1215,-0.006,-0.006,7.00E-04,-0.004,0.0067,0.0012,6.00E-04,0.0019,0.0083,0.0246,0.0121,0.0121,0.0068,-1.00E-03,0.0034,-0.004,1.00E-03,0.0131,0.0047,6.00E-04,-0.002,1.00E-03,8.00E-04,0.0087
371,0.0157,0.0197,0.026,0.0021,0.0246,0.0626,0.0541,0.3735,0.0203,0.0129,0.0156,0.0074,0.0246,0.0086,0.0022,0.0287,0.0055,0.0041,0.0027,0.1137,0.1098,-0.003,0.1204,-0.006,-0.006,0.0013,-0.004,0.0067,0.0012,1.00E-03,0.0023,0.0086,0.0246,0.0122,0.012,0.0068,-1.00E-03,0.0034,-0.003,0.0013,0.0135,0.0047,1.00E-03,-0.002,0.0014,0.0012,0.0089
371.5,0.0153,0.0193,0.0254,0.0016,0.0238,0.0617,0.0534,0.3701,0.0197,0.0122,0.0152,0.0072,0.0238,0.0085,0.0019,0.0286,0.0049,0.0039,0.0026,0.1123,0.1087,-0.003,0.119,-0.006,-0.006,8.00E-04,-0.004,0.0064,0.0011,8.00E-04,0.0021,0.0084,0.0241,0.0118,0.0118,0.0067,-1.00E-03,0.0032,-0.003,0.0011,0.013,0.0046,7.00E-04,-0.002,0.0011,6.00E-04,0.0091
372,0.0154,0.0193,0.0253,0.0018,0.0239,0.0615,0.0532,0.3672,0.0192,0.0123,0.015,0.0075,0.0239,0.0083,0.0021,0.0282,0.0047,0.0039,0.0024,0.1115,0.1078,-0.003,0.1177,-0.006,-0.006,0.0011,-0.004,0.0066,0.0011,8.00E-04,0.0021,0.0082,0.0236,0.0119,0.0116,0.0065,-1.00E-03,0.0033,-0.004,0.0012,0.0131,0.0047,1.00E-03,-0.002,0.0012,6.00E-04,0.0089
372.5,0.0148,0.0186,0.0247,0.0015,0.0234,0.0608,0.0526,0.3646,0.0188,0.012,0.0149,0.0066,0.0234,0.0081,0.0018,0.0279,0.0047,0.0038,0.0019,0.1102,0.1066,-0.004,0.116,-0.006,-0.006,7.00E-04,-0.004,0.0062,8.00E-04,3.00E-04,0.0017,0.0077,0.0235,0.0113,0.0112,0.0062,-1.00E-03,0.0028,-0.004,1.00E-03,0.0126,0.0042,5.00E-04,-0.002,0.0011,6.00E-04,0.0083
373,0.015,0.0191,0.0247,0.0017,0.0237,0.0606,0.0526,0.3621,0.019,0.0122,0.0149,0.0072,0.0237,0.0085,0.002,0.028,0.0047,0.0041,0.0025,0.1095,0.1057,-0.003,0.115,-0.006,-0.006,0.0011,-0.004,0.0067,9.00E-04,6.00E-04,0.0021,0.0078,0.0235,0.0115,0.0114,0.0063,-1.00E-03,0.0031,-0.003,0.0012,0.0123,0.0048,6.00E-04,-0.002,1.00E-03,8.00E-04,0.0087
373.5,0.0149,0.0186,0.0243,0.0015,0.0235,0.0601,0.0518,0.359,0.0184,0.0118,0.0146,0.007,0.0235,0.0078,0.002,0.0275,0.0048,0.0037,0.0021,0.1082,0.1044,-0.003,0.1133,-0.006,-0.006,1.00E-03,-0.004,0.0065,9.00E-04,5.00E-04,0.0018,0.0076,0.0231,0.0113,0.0111,0.0063,-1.00E-03,0.0025,-0.004,6.00E-04,0.0122,0.0043,4.00E-04,-0.002,9.00E-04,5.00E-04,0.0083
374,0.0146,0.0186,0.0238,0.0012,0.0233,0.0596,0.0514,0.3567,0.0181,0.0119,0.0146,0.0068,0.0233,0.008,0.0018,0.0274,0.0045,0.0037,0.0021,0.1073,0.1037,-0.003,0.1118,-0.006,-0.006,1.00E-03,-0.004,0.0062,8.00E-04,7.00E-04,0.002,0.0075,0.023,0.011,0.0112,0.006,-1.00E-03,0.0026,-0.004,7.00E-04,0.0122,0.0044,4.00E-04,-0.002,1.00E-03,3.00E-04,0.0082
374.5,0.0144,0.018,0.0233,0.0015,0.023,0.059,0.0511,0.3536,0.0175,0.0115,0.0146,0.0063,0.023,0.0077,0.0017,0.0271,0.0044,0.0038,0.002,0.1059,0.1023,-0.004,0.1105,-0.006,-0.006,6.00E-04,-0.004,0.0062,8.00E-04,4.00E-04,0.0015,0.0076,0.0226,0.0109,0.0107,0.0058,-1.00E-03,0.002,-0.004,6.00E-04,0.012,0.0042,2.00E-04,-0.003,7.00E-04,3.00E-04,0.0078
375,0.0146,0.0184,0.0235,0.0013,0.0232,0.0586,0.0511,0.3512,0.018,0.0114,0.0148,0.0066,0.0232,0.008,0.0019,0.0273,0.0045,0.004,0.0023,0.1054,0.1017,-0.003,0.1092,-0.006,-0.006,0.0011,-0.003,0.0062,8.00E-04,6.00E-04,0.0018,0.0076,0.0226,0.0109,0.0108,0.0058,-1.00E-03,0.0024,-0.003,8.00E-04,0.0118,0.0044,5.00E-04,-0.003,9.00E-04,4.00E-04,0.008
375.5,0.014,0.0178,0.0229,0.0013,0.0228,0.0584,0.0504,0.3481,0.0173,0.0113,0.0147,0.0067,0.0228,0.0075,0.0017,0.0267,0.0042,0.0035,0.0017,0.1038,0.1005,-0.004,0.1081,-0.006,-0.006,9.00E-04,-0.004,0.0061,8.00E-04,8.00E-04,0.0017,0.0073,0.0223,0.0107,0.0108,0.0058,-1.00E-03,0.0022,-0.004,5.00E-04,0.0118,0.0043,2.00E-04,-0.003,7.00E-04,0,0.0077
376,0.0139,0.0178,0.0226,0.0011,0.0224,0.058,0.0501,0.3455,0.0169,0.0111,0.014,0.0067,0.0224,0.0076,0.0016,0.0264,0.0041,0.0037,0.0017,0.1026,0.0992,-0.004,0.1065,-0.006,-0.006,1.00E-03,-0.004,0.0062,6.00E-04,4.00E-04,0.0017,0.0072,0.022,0.0107,0.0104,0.0057,-1.00E-03,0.0021,-0.004,5.00E-04,0.0118,0.0041,3.00E-04,-0.003,9.00E-04,0,0.0074
376.5,0.0139,0.0174,0.0221,1.00E-03,0.0224,0.0578,0.0498,0.3432,0.0169,0.011,0.0142,0.0064,0.0224,0.0075,0.0017,0.026,0.0039,0.0035,0.0018,0.1019,0.0981,-0.004,0.1053,-0.006,-0.006,9.00E-04,-0.004,0.0064,7.00E-04,5.00E-04,0.0018,0.0074,0.0219,0.0104,0.0101,0.0058,-1.00E-03,0.0017,-0.003,3.00E-04,0.0116,0.0042,2.00E-04,-0.003,5.00E-04,0,0.0073
377,0.0139,0.0176,0.0222,0.0012,0.0226,0.0574,0.0498,0.3405,0.0168,0.0109,0.0142,0.0062,0.0226,0.0077,0.0018,0.026,0.0044,0.0036,0.0016,0.1008,0.0971,-0.004,0.104,-0.006,-0.006,9.00E-04,-0.003,0.006,5.00E-04,3.00E-04,0.0018,0.0072,0.0216,0.0102,0.0102,0.0054,-1.00E-03,0.0021,-0.004,2.00E-04,0.0115,0.0043,2.00E-04,-0.002,9.00E-04,2.00E-04,0.0075
377.5,0.0139,0.0176,0.0221,0.0011,0.0227,0.0569,0.0495,0.3378,0.0167,0.0114,0.0141,0.0064,0.0227,0.0076,0.002,0.026,0.0043,0.0037,0.0018,0.0994,0.0957,-0.004,0.1031,-0.006,-0.006,0.0011,-0.003,0.0061,7.00E-04,5.00E-04,0.0014,0.007,0.0218,0.0104,0.0102,0.0054,-1.00E-03,0.0018,-0.004,5.00E-04,0.0113,0.0043,3.00E-04,-0.003,8.00E-04,2.00E-04,0.0074
378,0.0133,0.0168,0.0211,8.00E-04,0.0219,0.0562,0.0487,0.3343,0.0161,0.0105,0.0133,0.006,0.0219,0.0074,0.0018,0.0256,0.0036,0.0036,0.0013,0.0979,0.094,-0.004,0.1015,-0.006,-0.006,8.00E-04,-0.004,0.0058,4.00E-04,1.00E-04,0.0012,0.0064,0.0207,0.0098,0.01,0.0051,-0.002,0.0015,-0.004,0,0.0109,0.0039,0,-0.003,4.00E-04,0,0.0072
378.5,0.0133,0.0171,0.021,0.0013,0.0218,0.056,0.0487,0.3324,0.016,0.0106,0.0144,0.0062,0.0218,0.0072,0.0021,0.0254,0.004,0.0038,0.0014,0.0972,0.0932,-0.004,0.1004,-0.006,-0.006,0.0013,-0.003,0.006,5.00E-04,6.00E-04,0.0013,0.0065,0.0209,0.0099,0.01,0.0056,-1.00E-03,0.0017,-0.003,6.00E-04,0.011,0.0043,8.00E-04,-0.003,8.00E-04,4.00E-04,0.0073
379,0.0129,0.0165,0.021,9.00E-04,0.0218,0.0556,0.0484,0.3297,0.0157,0.0104,0.0129,0.0058,0.0218,0.0073,0.0015,0.0251,0.0036,0.0036,0.0013,0.0959,0.0919,-0.004,0.099,-0.006,-0.007,0.0014,-0.003,0.0061,4.00E-04,0,1.00E-03,0.0061,0.0205,0.0096,0.0097,0.0048,-1.00E-03,0.0015,-0.004,0,0.0106,0.0038,4.00E-04,-0.003,8.00E-04,1.00E-04,0.0067
379.5,0.0129,0.0169,0.0205,1.00E-03,0.0219,0.0547,0.0481,0.3276,0.0153,0.0102,0.0139,0.0058,0.0219,0.0073,0.0017,0.025,0.0041,0.0034,0.0014,0.0951,0.0907,-0.004,0.0976,-0.006,-0.006,1.00E-03,-0.003,0.0058,4.00E-04,0,0.0016,0.0065,0.0202,0.0096,0.0095,0.0052,-1.00E-03,0.0013,-0.004,1.00E-04,0.0106,0.0041,4.00E-04,-0.003,6.00E-04,4.00E-04,0.0071
380,0.0121,0.0154,0.0198,0,0.0206,0.0538,0.0472,0.3241,0.0148,0.0096,0.0122,0.0053,0.0206,0.0065,0.0012,0.0242,0.0029,0.0031,6.00E-04,0.093,0.089,-0.005,0.096,-0.007,-0.007,6.00E-04,-0.004,0.0051,0,0,0.0012,0.0056,0.0193,0.0093,0.0088,0.0047,-0.002,1.00E-03,-0.004,0,0.0102,0.0032,0,-0.003,0,0,0.0062
380.5,0.0127,0.0166,0.0202,0.0011,0.0217,0.0542,0.0477,0.3229,0.015,0.0105,0.0146,0.0062,0.0217,0.0076,0.0024,0.0244,0.0038,0.0039,0.0014,0.0928,0.0888,-0.004,0.0962,-0.006,-0.006,0.0018,-0.003,0.0061,1.00E-03,3.00E-04,0.0018,0.0063,0.0202,0.01,0.0096,0.0054,-1.00E-03,0.0014,-0.003,4.00E-04,0.0108,0.0044,5.00E-04,-0.002,0.0012,1.00E-04,0.0069
381,0.0119,0.016,0.0198,0,0.021,0.0533,0.0467,0.3192,0.014,0.01,0.0128,0.0055,0.021,0.0066,0.0021,0.0238,0.003,0.0031,7.00E-04,0.0912,0.0875,-0.004,0.0945,-0.007,-0.006,0.0011,-0.003,0.0056,3.00E-04,0,9.00E-04,0.0057,0.0192,0.0092,0.0089,0.0046,-0.002,8.00E-04,-0.004,0,0.0103,0.0038,0,-0.003,1.00E-04,1.00E-04,0.0066
