l.nm,25-espolon,27-espolon,5-sm,22-arette,2-pueblo-viejo,3-san-matias,9-tres alegres,26-espolon,15-don-eduardo,24-espolon,7-sm,17-herradura1,11-quiote,10-centenario-plata,b37,26,28,16,17,mh1,mh2,mh3,blanco55,blanco54,28a,b38,n4,n5,n5a,n9,p6a,n7,n12,n8,n11a,n13,n10,n6,p13,p12,p5,p7,p8a,p9,p6,p8,p4
220,1.308,1.6466,2.5171,0.6767,0.9602,1.6505,1.501,4.3884,1.7872,1.6272,0.8514,0.8039,0.9602,0.8767,0.4248,1.5957,0.9654,0.4223,0.6151,2.4682,2.3143,0.7872,2.706,1.083,0.8843,0.4962,0.462,0.3825,0.3882,0.4103,0.4766,1.1386,1.3198,1.154,1.1477,1.1785,1.0568,1.2019,0.4631,0.8365,1.2459,0.5182,0.3774,0.4399,0.5003,0.46,1.1622
220.5,1.2442,1.5459,2.43,0.6342,0.9226,1.6028,1.4343,4.3663,1.7036,1.5631,0.8414,0.7813,0.9226,0.8531,0.4185,1.5094,0.914,0.4005,0.605,2.3897,2.2275,0.7753,2.6161,1.0484,0.8442,0.4824,0.4463,0.3739,0.3737,0.3953,0.461,1.0815,1.2662,1.1071,1.1036,1.1306,1.0166,1.1527,0.4546,0.8055,1.1983,0.5009,0.3664,0.4225,0.4819,0.4454,1.1107
221,1.1885,1.4601,2.3512,0.5983,0.8882,1.5605,1.3747,3.9463,1.6289,1.5044,0.8324,0.7612,0.8882,0.8332,0.4134,1.4335,0.8702,0.3828,0.5966,2.3061,2.1505,0.7644,2.5348,1.0185,0.8094,0.4703,0.433,0.3667,0.3611,0.383,0.4472,1.0316,1.2193,1.0659,1.0656,1.0889,0.9816,1.1108,0.4469,0.7788,1.1567,0.4857,0.3576,0.4078,0.466,0.4334,1.0671
221.5,1.1514,1.4029,2.2961,0.575,0.8624,1.5309,1.3319,3.9446,1.5805,1.462,0.8247,0.747,0.8624,0.8188,0.4099,1.383,0.8421,0.3714,0.5913,2.2581,2.0982,0.756,2.4654,0.9978,0.7856,0.4615,0.4234,0.3615,0.3525,0.3742,0.4373,0.9972,1.1873,1.0382,1.0392,1.061,0.958,1.0829,0.4407,0.7606,1.1297,0.4752,0.3515,0.3976,0.4551,0.425,1.0371
222,1.1191,1.3546,2.2508,0.555,0.8388,1.5014,1.2929,4.0754,1.5367,1.4208,0.8173,0.7343,0.8388,0.8062,0.407,1.3397,0.8181,0.3629,0.586,2.2072,2.0504,0.7478,2.4206,0.9791,0.7648,0.4533,0.4152,0.3576,0.3448,0.3669,0.4287,0.9675,1.1593,1.0139,1.0162,1.0365,0.9377,1.058,0.435,0.7446,1.1055,0.4662,0.3464,0.3891,0.4458,0.4176,1.0118
222.5,1.0936,1.318,2.2141,0.5397,0.8184,1.4752,1.2598,3.8613,1.5011,1.3864,0.81,0.7235,0.8184,0.7954,0.4045,1.3054,0.8001,0.3566,0.5818,2.1647,2.012,0.74,2.3765,0.9629,0.7476,0.446,0.4081,0.3541,0.3383,0.3603,0.4208,0.9431,1.1361,0.9938,0.9965,1.0167,0.9203,1.0381,0.4291,0.7321,1.0862,0.4582,0.342,0.3817,0.4378,0.4112,0.9911
223,1.071,1.2867,2.1829,0.5275,0.7993,1.4482,1.2295,3.882,1.4711,1.3544,0.8028,0.7138,0.7993,0.786,0.4026,1.2741,0.7849,0.3522,0.578,2.1278,1.9734,0.732,2.3409,0.9466,0.7323,0.4387,0.4016,0.3513,0.3325,0.3544,0.4135,0.9209,1.115,0.9755,0.9783,0.9989,0.9036,1.0206,0.4235,0.7205,1.0689,0.4512,0.3382,0.3753,0.4306,0.4056,0.9728
223.5,1.0528,1.2628,2.1513,0.518,0.7829,1.4235,1.2047,3.7825,1.4455,1.3269,0.7959,0.7057,0.7829,0.7776,0.4007,1.2504,0.7737,0.3493,0.5747,2.0963,1.9439,0.7242,2.304,0.9319,0.7192,0.4321,0.3958,0.3485,0.3275,0.3492,0.4068,0.9025,1.0969,0.9598,0.9625,0.9837,0.889,1.0058,0.4182,0.7108,1.0545,0.445,0.3352,0.3698,0.4242,0.4004,0.9578
224,1.0357,1.2422,2.121,0.5092,0.7671,1.3979,1.1809,3.8586,1.4209,1.3009,0.7887,0.6978,0.7671,0.7701,0.3992,1.2266,0.7633,0.3471,0.5712,2.0626,1.9143,0.7159,2.2721,0.9166,0.7066,0.4254,0.3904,0.3463,0.3226,0.3444,0.4004,0.8848,1.0793,0.9446,0.9468,0.9692,0.8735,0.9913,0.4122,0.7018,1.0402,0.4387,0.3324,0.3647,0.418,0.3954,0.9426
224.5,1.0194,1.2237,2.0966,0.5013,0.7519,1.3722,1.1581,3.8041,1.3979,1.2762,0.7817,0.6901,0.7519,0.7624,0.3974,1.2047,0.7539,0.3454,0.5674,2.0335,1.8844,0.7063,2.2399,0.9017,0.6944,0.4186,0.3846,0.344,0.3178,0.3396,0.3941,0.8669,1.062,0.9291,0.9309,0.9543,0.8583,0.9766,0.4062,0.6925,1.0257,0.4326,0.3296,0.3595,0.4121,0.3906,0.9277
225,1.0033,1.2066,2.0669,0.4939,0.7369,1.3487,1.136,3.7328,1.3743,1.2519,0.7744,0.6823,0.7369,0.7547,0.3952,1.1832,0.7449,0.3445,0.5631,2.0027,1.8564,0.6962,2.207,0.8866,0.6816,0.4119,0.3794,0.3417,0.3134,0.335,0.3878,0.8493,1.0438,0.9126,0.9139,0.9385,0.8435,0.9616,0.3999,0.6828,1.011,0.4265,0.3272,0.3548,0.4064,0.3857,0.9125
225.5,0.9894,1.192,2.0416,0.4871,0.7236,1.3287,1.1167,3.6245,1.3531,1.2308,0.7677,0.6751,0.7236,0.7467,0.393,1.1644,0.7369,0.3438,0.5592,1.9761,1.8299,0.6858,2.1787,0.8736,0.6702,0.4061,0.3747,0.34,0.3096,0.331,0.3824,0.8332,1.0275,0.8981,0.8986,0.9242,0.8312,0.9478,0.3943,0.6745,0.9973,0.4212,0.3251,0.3504,0.4014,0.3818,0.899
226,0.9749,1.1778,2.0137,0.4806,0.7101,1.3099,1.0967,3.5288,1.3317,1.2103,0.7606,0.6678,0.7101,0.7391,0.391,1.1456,0.7293,0.3434,0.5545,1.9445,1.8022,0.6745,2.1451,0.8616,0.6586,0.4005,0.3702,0.3386,0.3058,0.3274,0.3771,0.8166,1.0104,0.8828,0.8824,0.9094,0.8194,0.9336,0.3886,0.6655,0.9835,0.4162,0.3232,0.3464,0.3967,0.3779,0.8848
226.5,0.9607,1.1633,1.9905,0.474,0.6968,1.2939,1.0775,3.5062,1.3106,1.1903,0.753,0.6604,0.6968,0.7309,0.3889,1.1273,0.7215,0.3433,0.55,1.9171,1.7762,0.6634,2.1179,0.8512,0.6474,0.3955,0.3663,0.3373,0.3024,0.3243,0.3724,0.8007,0.9943,0.8679,0.8672,0.8953,0.8094,0.9195,0.3834,0.657,0.9695,0.4117,0.3219,0.3429,0.3927,0.3745,0.8709
227,0.9469,1.1498,1.9648,0.4675,0.6844,1.2791,1.0595,3.4552,1.2897,1.172,0.7452,0.6534,0.6844,0.7227,0.3869,1.1104,0.7144,0.3433,0.5453,1.8904,1.7516,0.6521,2.0879,0.8421,0.6364,0.3913,0.3631,0.3365,0.2997,0.3215,0.3684,0.7856,0.9782,0.8537,0.8522,0.8814,0.8006,0.9061,0.379,0.6488,0.9562,0.4077,0.3208,0.34,0.389,0.3718,0.8574
227.5,0.9342,1.1369,1.9409,0.4612,0.6724,1.266,1.0425,3.3871,1.2694,1.1554,0.7377,0.6465,0.6724,0.7146,0.3847,1.0945,0.7077,0.3434,0.541,1.8652,1.7274,0.6414,2.0592,0.8345,0.6261,0.3872,0.3603,0.3362,0.2974,0.3196,0.3649,0.7715,0.9639,0.8404,0.8382,0.8682,0.7935,0.8935,0.375,0.6412,0.9436,0.4044,0.32,0.3374,0.3861,0.3694,0.845
228,0.9212,1.124,1.915,0.4547,0.6603,1.2526,1.0264,3.3526,1.2487,1.139,0.7295,0.6395,0.6603,0.7062,0.3828,1.0795,0.7008,0.3437,0.5364,1.8398,1.7027,0.6302,2.0318,0.8278,0.6157,0.3839,0.3577,0.336,0.2952,0.3179,0.3617,0.7574,0.9488,0.8275,0.8241,0.8552,0.787,0.8805,0.3713,0.6338,0.931,0.4012,0.3196,0.3352,0.3833,0.3674,0.8323
228.5,0.9077,1.1098,1.8881,0.4476,0.6477,1.2355,1.0094,3.3045,1.2267,1.1231,0.7202,0.6322,0.6477,0.6975,0.3809,1.0636,0.6931,0.3439,0.5313,1.8117,1.6764,0.6185,2.001,0.8213,0.6049,0.3807,0.3557,0.336,0.2934,0.3165,0.3588,0.7431,0.9337,0.8138,0.8098,0.8415,0.7814,0.8667,0.3679,0.6258,0.9174,0.3986,0.3193,0.3331,0.3808,0.3654,0.8189
229,0.8943,1.0965,1.861,0.4406,0.6358,1.2156,0.9939,3.2418,1.2049,1.108,0.7118,0.6251,0.6358,0.6893,0.3789,1.0494,0.6859,0.3444,0.5265,1.7854,1.6518,0.6067,1.9728,0.816,0.5945,0.378,0.3539,0.3362,0.2919,0.3153,0.3563,0.7294,0.9191,0.8007,0.7957,0.8281,0.7766,0.8532,0.365,0.6181,0.9042,0.3963,0.3194,0.3312,0.3786,0.3639,0.8064
229.5,0.881,1.0834,1.8349,0.4333,0.6242,1.1918,0.9792,3.2233,1.1824,1.0935,0.7022,0.6182,0.6242,0.6811,0.3768,1.035,0.6787,0.3446,0.5211,1.7599,1.6277,0.5947,1.9427,0.8109,0.584,0.3753,0.3523,0.3365,0.2904,0.3142,0.354,0.7166,0.9049,0.7882,0.7823,0.8154,0.7718,0.8396,0.3624,0.6106,0.8912,0.3938,0.3194,0.3296,0.3766,0.3624,0.7935
230,0.8671,1.0693,1.8041,0.4254,0.6127,1.163,0.9642,3.1758,1.1593,1.0791,0.6922,0.6108,0.6127,0.6727,0.3742,1.0209,0.6708,0.3448,0.5154,1.7328,1.6031,0.5814,1.913,0.8058,0.5731,0.3728,0.3505,0.337,0.289,0.3134,0.3517,0.7028,0.8898,0.7748,0.7676,0.8014,0.7672,0.826,0.3598,0.6027,0.8772,0.3918,0.3196,0.3282,0.3748,0.3611,0.7805
230.5,0.8518,1.0541,1.7718,0.4168,0.6005,1.1302,0.9484,3.1394,1.1332,1.0641,0.6814,0.6031,0.6005,0.6631,0.3715,1.0061,0.6621,0.3448,0.5088,1.7034,1.5753,0.5668,1.8778,0.8003,0.5611,0.3702,0.3488,0.3375,0.2878,0.3124,0.3494,0.6884,0.8735,0.7605,0.7518,0.7865,0.7624,0.8103,0.3573,0.5942,0.862,0.3899,0.3198,0.3265,0.3729,0.3597,0.7658
231,0.8376,1.0401,1.7418,0.4086,0.5896,1.0999,0.9351,3.1078,1.1095,1.0502,0.6714,0.5954,0.5896,0.6543,0.3689,0.9925,0.654,0.345,0.5028,1.6768,1.5514,0.5531,1.8469,0.7956,0.5503,0.3677,0.3474,0.3379,0.2864,0.3117,0.3474,0.6751,0.8585,0.7472,0.7376,0.7725,0.7575,0.7962,0.3552,0.5863,0.8477,0.3879,0.3202,0.3249,0.371,0.3584,0.7523
231.5,0.8224,1.0248,1.7083,0.3995,0.5783,1.0701,0.9212,3.0557,1.0837,1.0362,0.6608,0.5871,0.5783,0.6443,0.3661,0.978,0.6454,0.345,0.4962,1.6492,1.5253,0.5385,1.8127,0.7906,0.5387,0.3652,0.3457,0.3383,0.2852,0.3108,0.3452,0.6609,0.8427,0.7331,0.7224,0.7576,0.7531,0.7806,0.3528,0.5777,0.8325,0.3858,0.3202,0.3234,0.369,0.357,0.738
232,0.8069,1.0094,1.6753,0.3904,0.5672,1.0427,0.9074,3.0096,1.058,1.0222,0.6507,0.5785,0.5672,0.6338,0.3631,0.9636,0.6364,0.3451,0.4893,1.6194,1.4992,0.5238,1.7796,0.7857,0.527,0.3629,0.3442,0.3389,0.2841,0.31,0.3433,0.6473,0.8268,0.719,0.707,0.7424,0.7484,0.7652,0.3507,0.5693,0.8171,0.3839,0.3206,0.322,0.3672,0.3558,0.7234
232.5,0.7902,0.992,1.6371,0.38,0.5552,1.0163,0.8925,2.9593,1.0293,1.007,0.6391,0.5691,0.5552,0.6215,0.36,0.9475,0.6264,0.3449,0.4818,1.5897,1.4703,0.5076,1.7438,0.7802,0.5142,0.3601,0.3426,0.3396,0.2829,0.3093,0.341,0.6321,0.8093,0.7034,0.69,0.7256,0.7434,0.7478,0.3484,0.5599,0.8,0.3819,0.3207,0.3203,0.3649,0.3544,0.707
233,0.7749,0.9764,1.6043,0.3708,0.5443,0.9951,0.88,2.9359,1.004,0.9934,0.6303,0.5604,0.5443,0.6105,0.3572,0.9332,0.6174,0.3451,0.4755,1.5622,1.4463,0.4938,1.7116,0.7754,0.5028,0.3578,0.3414,0.3402,0.2818,0.3086,0.3391,0.6185,0.7935,0.6895,0.675,0.7108,0.7389,0.7325,0.3463,0.5518,0.7847,0.3801,0.3213,0.3189,0.3633,0.3532,0.6929
233.5,0.7589,0.9601,1.5684,0.3611,0.533,0.976,0.867,2.8967,0.9776,0.9792,0.6201,0.5514,0.533,0.5987,0.3545,0.9178,0.6081,0.3448,0.4691,1.5336,1.419,0.4792,1.677,0.7704,0.4909,0.3556,0.34,0.3409,0.2809,0.308,0.3373,0.6046,0.7772,0.6753,0.6594,0.695,0.734,0.7162,0.3443,0.5435,0.7683,0.378,0.3218,0.3175,0.3614,0.3517,0.6781
234,0.7442,0.9436,1.5336,0.3521,0.5225,0.96,0.8547,2.8387,0.9523,0.9656,0.611,0.5427,0.5225,0.5879,0.3523,0.9034,0.5994,0.3448,0.463,1.5068,1.3944,0.4664,1.6444,0.7658,0.4801,0.3539,0.3391,0.3419,0.2802,0.3078,0.3358,0.5918,0.7624,0.6622,0.6449,0.6806,0.7295,0.7016,0.3426,0.5357,0.7536,0.3765,0.322,0.316,0.3597,0.3506,0.6644
234.5,0.7271,0.9252,1.498,0.342,0.511,0.9439,0.8415,2.7963,0.9248,0.9502,0.6005,0.5331,0.511,0.5755,0.3496,0.8875,0.5897,0.3448,0.4565,1.4761,1.3666,0.4524,1.6076,0.7602,0.4681,0.3517,0.338,0.3428,0.2797,0.3074,0.3343,0.5778,0.7457,0.6479,0.629,0.6647,0.7245,0.6851,0.3405,0.5273,0.7375,0.3743,0.3226,0.3145,0.3577,0.3492,0.6493
235,0.7138,0.9108,1.4686,0.3346,0.5024,0.9324,0.8312,2.7578,0.9038,0.938,0.5915,0.5257,0.5024,0.5663,0.3479,0.875,0.5822,0.3451,0.452,1.4532,1.3452,0.442,1.5782,0.756,0.4591,0.3504,0.3376,0.3442,0.2794,0.3075,0.3332,0.5674,0.7332,0.6369,0.617,0.6525,0.7203,0.6724,0.3392,0.5209,0.7254,0.3732,0.3234,0.3135,0.3565,0.3484,0.6377
235.5,0.6991,0.8939,1.4358,0.3263,0.4929,0.9176,0.82,2.7203,0.8802,0.9241,0.5816,0.5173,0.4929,0.556,0.3462,0.8607,0.5739,0.3454,0.4466,1.4253,1.3207,0.4304,1.5455,0.7503,0.4487,0.3486,0.3369,0.3454,0.2788,0.3072,0.3319,0.5555,0.7192,0.6246,0.6034,0.639,0.7151,0.6588,0.3376,0.5142,0.7114,0.3715,0.3241,0.3124,0.3551,0.3476,0.6251
236,0.6858,0.8785,1.4053,0.3191,0.4844,0.9019,0.8099,2.6821,0.8587,0.9112,0.5718,0.51,0.4844,0.5471,0.3448,0.8479,0.5668,0.3458,0.4423,1.4014,1.298,0.4204,1.5151,0.7454,0.4402,0.3474,0.3362,0.3468,0.2789,0.3074,0.3311,0.5453,0.7069,0.6138,0.5915,0.6271,0.711,0.6466,0.3366,0.508,0.6995,0.3706,0.325,0.3116,0.3539,0.3468,0.6139
236.5,0.671,0.8608,1.3719,0.311,0.4749,0.8809,0.7991,2.6446,0.8349,0.8961,0.5613,0.5018,0.4749,0.5372,0.3432,0.8337,0.5583,0.3459,0.4375,1.3739,1.2737,0.4095,1.4815,0.7395,0.4303,0.346,0.3358,0.3481,0.2788,0.3075,0.33,0.534,0.6932,0.6019,0.5782,0.6136,0.7054,0.6328,0.3351,0.501,0.686,0.3691,0.3256,0.3104,0.3522,0.3459,0.6016
237,0.6579,0.8449,1.3411,0.3042,0.4667,0.8578,0.7897,2.605,0.814,0.8826,0.5524,0.4944,0.4667,0.5286,0.3419,0.8215,0.5506,0.346,0.4332,1.3493,1.2516,0.4004,1.4507,0.7341,0.4217,0.345,0.3356,0.3495,0.2788,0.3077,0.3295,0.5242,0.6814,0.5916,0.5666,0.6019,0.7004,0.621,0.3339,0.4948,0.6743,0.368,0.3267,0.3094,0.3509,0.3452,0.5906
237.5,0.6437,0.828,1.3082,0.2966,0.4576,0.8296,0.7801,2.5702,0.7911,0.8676,0.5429,0.4862,0.4576,0.5194,0.3402,0.8082,0.5424,0.346,0.4287,1.3229,1.2276,0.3905,1.4184,0.7279,0.4121,0.3436,0.3352,0.3507,0.2787,0.3078,0.3286,0.5134,0.6684,0.5804,0.5541,0.589,0.695,0.6082,0.3327,0.4883,0.6613,0.3664,0.3274,0.3086,0.3495,0.3443,0.579
238,0.6297,0.8114,1.2754,0.2894,0.4487,0.8003,0.7709,2.5248,0.7688,0.8521,0.5334,0.4786,0.4487,0.5103,0.3389,0.7955,0.5342,0.3462,0.4243,1.2964,1.2037,0.3814,1.3858,0.7219,0.403,0.3428,0.3349,0.3522,0.2789,0.3082,0.328,0.5032,0.6559,0.5696,0.5418,0.5768,0.6896,0.5954,0.3316,0.4818,0.6488,0.3652,0.3282,0.3076,0.3484,0.3435,0.5676
238.5,0.6152,0.7934,1.2407,0.2819,0.4394,0.7699,0.7615,2.492,0.7458,0.8358,0.5245,0.47,0.4394,0.5009,0.3373,0.7825,0.5256,0.3459,0.4196,1.2689,1.1791,0.3714,1.3512,0.7154,0.3932,0.3417,0.3347,0.3535,0.2789,0.3081,0.327,0.4924,0.6428,0.558,0.5289,0.5633,0.6836,0.5819,0.3302,0.4748,0.6358,0.3636,0.3287,0.3064,0.3467,0.3426,0.5558
239,0.6025,0.7781,1.211,0.2757,0.4315,0.7453,0.7536,2.4643,0.7259,0.8209,0.5165,0.4627,0.4315,0.4928,0.3361,0.7714,0.5181,0.346,0.4155,1.2447,1.1576,0.3634,1.3215,0.7099,0.3848,0.3409,0.3345,0.3548,0.279,0.3084,0.3266,0.4832,0.6313,0.5484,0.5179,0.5523,0.6786,0.5707,0.329,0.4691,0.6244,0.3626,0.3294,0.3054,0.3458,0.342,0.5457
239.5,0.5895,0.7616,1.1803,0.2692,0.4232,0.7215,0.7452,2.4293,0.7055,0.8051,0.509,0.4547,0.4232,0.4839,0.3345,0.76,0.5103,0.3459,0.4113,1.219,1.1345,0.3549,1.2899,0.7039,0.3764,0.3399,0.3341,0.356,0.2791,0.3085,0.326,0.4738,0.6196,0.5382,0.5062,0.5405,0.6731,0.559,0.3278,0.4631,0.6129,0.3614,0.3299,0.3043,0.3444,0.3411,0.535
240,0.5769,0.7455,1.1502,0.2633,0.4153,0.7006,0.7374,2.3933,0.6864,0.7886,0.5015,0.4471,0.4153,0.4755,0.3331,0.7488,0.5029,0.346,0.4075,1.1942,1.1125,0.347,1.2587,0.6978,0.3684,0.339,0.334,0.3574,0.2794,0.3088,0.3254,0.4649,0.6088,0.529,0.4956,0.5296,0.6677,0.5477,0.3268,0.4576,0.602,0.3603,0.3307,0.3035,0.3434,0.3405,0.5252
240.5,0.5651,0.7299,1.1234,0.258,0.4079,0.6831,0.7299,2.3616,0.6692,0.7731,0.4947,0.4397,0.4079,0.4674,0.3319,0.7383,0.4964,0.346,0.4039,1.171,1.092,0.34,1.2296,0.6916,0.3611,0.3381,0.3336,0.3586,0.2796,0.3088,0.3248,0.4568,0.5988,0.5203,0.4856,0.5197,0.6622,0.538,0.3254,0.4527,0.5921,0.3592,0.3309,0.3025,0.3423,0.3396,0.5164
241,0.5551,0.7157,1.0995,0.2539,0.4014,0.669,0.7229,2.3304,0.6545,0.7582,0.4888,0.4327,0.4014,0.4599,0.3308,0.7287,0.4906,0.3465,0.401,1.1503,1.0736,0.3342,1.2035,0.686,0.3552,0.3374,0.3335,0.3598,0.2798,0.3092,0.3243,0.4499,0.5902,0.513,0.4772,0.5112,0.6569,0.5297,0.3244,0.4487,0.584,0.3582,0.3314,0.3018,0.3412,0.3391,0.5092
241.5,0.5456,0.7016,1.0773,0.2504,0.3953,0.6567,0.7158,2.3035,0.6415,0.7436,0.4835,0.4261,0.3953,0.4527,0.3298,0.7194,0.4852,0.3469,0.3984,1.1303,1.0557,0.329,1.1785,0.6794,0.35,0.3365,0.3334,0.3608,0.2799,0.3091,0.3238,0.4435,0.5824,0.5063,0.4695,0.5036,0.6516,0.5223,0.3232,0.4454,0.5767,0.3573,0.332,0.3008,0.3401,0.3382,0.5028
242,0.5363,0.6873,1.0558,0.2473,0.389,0.6456,0.7083,2.2743,0.6294,0.7283,0.4786,0.4193,0.389,0.4456,0.3292,0.7096,0.4801,0.3474,0.396,1.1106,1.0382,0.3245,1.1538,0.6723,0.3449,0.3355,0.3329,0.3618,0.2799,0.309,0.323,0.4374,0.5749,0.5003,0.462,0.4963,0.6453,0.5152,0.3218,0.4423,0.5697,0.356,0.3322,0.2996,0.3389,0.3372,0.4967
242.5,0.5281,0.6735,1.0378,0.2448,0.3834,0.6369,0.7014,2.2481,0.6196,0.714,0.4749,0.4128,0.3834,0.439,0.3284,0.7001,0.4756,0.3478,0.3943,1.0932,1.0228,0.3214,1.1318,0.6646,0.3409,0.3342,0.3323,0.3625,0.2798,0.3085,0.322,0.432,0.5688,0.4951,0.456,0.4906,0.6388,0.5098,0.3202,0.4402,0.5643,0.355,0.3322,0.2983,0.3376,0.3364,0.492
243,0.5206,0.6612,1.0217,0.2431,0.378,0.63,0.695,2.2263,0.6118,0.7001,0.4712,0.407,0.378,0.4329,0.3278,0.6905,0.4718,0.3484,0.3929,1.0772,1.0094,0.3189,1.1122,0.6568,0.3378,0.3327,0.3316,0.3629,0.2794,0.308,0.3209,0.4275,0.5637,0.491,0.4508,0.4858,0.6316,0.5054,0.3186,0.4385,0.5603,0.3537,0.3318,0.2969,0.3361,0.3352,0.4881
243.5,0.5148,0.6497,1.0082,0.2424,0.3733,0.6244,0.6889,2.2073,0.6062,0.6873,0.469,0.4013,0.3733,0.4272,0.3273,0.6824,0.4688,0.3492,0.3919,1.0638,0.9977,0.3178,1.0948,0.6484,0.3357,0.3316,0.3308,0.3634,0.279,0.3076,0.3199,0.4241,0.5598,0.488,0.4472,0.4826,0.6243,0.5026,0.3173,0.4374,0.5574,0.3524,0.3317,0.2956,0.3345,0.334,0.4856
244,0.5096,0.6385,0.9966,0.2423,0.3685,0.6199,0.6826,2.1834,0.6024,0.6747,0.4668,0.3957,0.3685,0.4217,0.3268,0.6734,0.4658,0.3502,0.3912,1.0508,0.9867,0.3177,1.0784,0.6386,0.3344,0.3298,0.3298,0.3637,0.2785,0.3068,0.3187,0.421,0.5567,0.4857,0.4442,0.4801,0.6156,0.5006,0.3152,0.4371,0.556,0.3509,0.3312,0.2939,0.333,0.3324,0.4841
244.5,0.5062,0.6302,0.9887,0.2432,0.3648,0.6176,0.6778,2.1632,0.6011,0.6646,0.4657,0.3911,0.3648,0.4174,0.3268,0.6661,0.4645,0.3513,0.3914,1.0409,0.9789,0.3186,1.0666,0.6294,0.3341,0.3283,0.329,0.3639,0.2782,0.3062,0.3172,0.4197,0.5555,0.4849,0.4426,0.4794,0.6078,0.5006,0.3134,0.4375,0.5559,0.3498,0.3309,0.2925,0.3316,0.3311,0.4843
245,0.5038,0.6222,0.9825,0.2448,0.3607,0.6157,0.6724,2.1425,0.6018,0.6542,0.4646,0.3865,0.3607,0.4131,0.3265,0.659,0.4632,0.3525,0.3916,1.0323,0.9717,0.32,1.056,0.619,0.3343,0.3265,0.3277,0.3637,0.2774,0.305,0.3157,0.4189,0.5552,0.485,0.4419,0.4794,0.5984,0.5016,0.3114,0.4385,0.5569,0.3482,0.3301,0.2908,0.3299,0.3298,0.4855
245.5,0.5027,0.6164,0.9796,0.2475,0.3576,0.6157,0.6679,2.1279,0.6051,0.6461,0.4647,0.3826,0.3576,0.4098,0.3265,0.6535,0.4631,0.354,0.3926,1.0258,0.9673,0.3229,1.0478,0.6092,0.3359,0.3248,0.3268,0.3637,0.2771,0.3044,0.3145,0.4192,0.5561,0.4864,0.443,0.4811,0.5902,0.5038,0.3098,0.4406,0.5596,0.347,0.3296,0.2895,0.3284,0.3285,0.4878
246,0.5024,0.611,0.9784,0.2511,0.354,0.6165,0.6631,2.1111,0.6102,0.6378,0.4646,0.3786,0.354,0.4064,0.3264,0.6477,0.4634,0.3554,0.3933,1.0207,0.9633,0.3267,1.0423,0.5979,0.3379,0.3225,0.3254,0.3631,0.2761,0.303,0.3127,0.4201,0.5585,0.4886,0.4444,0.4839,0.5801,0.5074,0.3072,0.4429,0.5635,0.3455,0.3282,0.2874,0.3266,0.3267,0.4914
246.5,0.5037,0.6073,0.9803,0.2549,0.3516,0.6186,0.6595,2.0985,0.6169,0.6324,0.4652,0.3755,0.3516,0.4041,0.3266,0.6438,0.4645,0.3571,0.3948,1.0181,0.9617,0.3312,1.0388,0.5878,0.3408,0.3209,0.3244,0.363,0.2756,0.3022,0.3114,0.4218,0.5612,0.4916,0.4469,0.4877,0.5715,0.5119,0.3054,0.4454,0.5679,0.3442,0.3276,0.2858,0.325,0.3253,0.4957
247,0.505,0.6039,0.9833,0.2592,0.3485,0.6213,0.6545,2.087,0.625,0.6274,0.4662,0.3726,0.3485,0.4016,0.3263,0.6394,0.4658,0.3585,0.3961,1.0157,0.9606,0.3362,1.0363,0.5768,0.3436,0.3185,0.3225,0.362,0.2747,0.3007,0.3095,0.4236,0.5648,0.495,0.4502,0.4918,0.5623,0.517,0.3028,0.4482,0.5732,0.3424,0.3259,0.2838,0.3233,0.3232,0.5005
247.5,0.5075,0.6016,0.9892,0.2644,0.3461,0.6249,0.6503,2.0735,0.6343,0.6237,0.4686,0.3702,0.3461,0.4002,0.3265,0.6357,0.4673,0.3601,0.3981,1.0154,0.9614,0.3426,1.036,0.5669,0.3477,0.3166,0.3214,0.3617,0.2739,0.2997,0.3079,0.4266,0.5691,0.4995,0.454,0.4969,0.5532,0.5231,0.3009,0.4519,0.5795,0.3414,0.325,0.2822,0.3219,0.3221,0.5063
248,0.51,0.5983,0.9959,0.2697,0.343,0.6293,0.6452,2.0651,0.6456,0.6203,0.4708,0.367,0.343,0.3983,0.3261,0.631,0.4686,0.3616,0.4001,1.0151,0.9624,0.3498,1.0364,0.5544,0.3515,0.314,0.3194,0.3604,0.2725,0.2977,0.3056,0.4289,0.5741,0.5039,0.458,0.5026,0.5416,0.5298,0.2983,0.4552,0.5866,0.3393,0.323,0.2797,0.3196,0.3197,0.5125
248.5,0.5133,0.5973,1.0035,0.2748,0.3412,0.6338,0.6413,2.0533,0.6562,0.619,0.4739,0.3651,0.3412,0.3972,0.3262,0.6276,0.4704,0.3624,0.4023,1.016,0.9647,0.357,1.0387,0.5441,0.3555,0.312,0.3178,0.3594,0.2716,0.2963,0.304,0.4316,0.5788,0.5085,0.4625,0.5081,0.5323,0.5366,0.2964,0.4589,0.5932,0.338,0.3216,0.2777,0.318,0.3184,0.5187
249,0.5174,0.5964,1.0136,0.2807,0.3388,0.6391,0.6372,2.0428,0.6688,0.6182,0.4773,0.3632,0.3388,0.3962,0.326,0.6242,0.4718,0.3637,0.4043,1.0179,0.9678,0.3652,1.0427,0.5321,0.3598,0.3094,0.3158,0.3579,0.2701,0.2943,0.3014,0.435,0.5846,0.5139,0.4676,0.5147,0.5212,0.5442,0.2937,0.4626,0.6013,0.3357,0.3195,0.2751,0.3158,0.3161,0.5259
